Melle van 'T WOUT POSITION,Melle van 'T WOUT LAP TIME,Melle van 'T WOUT ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,Jonathan SO POSITION,Jonathan SO LAP TIME,Jonathan SO ELAPSED TIME
2,7.07,7.07,1,6.96,6.96,3,7.10,7.10,5,7.26,7.26,4,7.24,7.24
3,9.17,16.24,1,8.94,15.90,2,9.03,16.13,5,9.21,16.47,4,9.13,16.37
2,8.27,24.51,1,8.48,24.38,3,8.39,24.52,5,8.47,24.94,4,8.40,24.77
2,8.68,33.19,1,8.66,33.04,3,8.76,33.28,5,8.51,33.45,4,8.58,33.35
2,8.74,41.939,0,8.89,41.93,4,8.99,42.278,5,8.90,42.356,3,8.88,42.231
