FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME
1,7.20,7.20,3,7.48,7.48,2,7.28,7.28,4,7.66,7.66
1,9.36,16.56,3,9.34,16.82,2,9.44,16.72,4,9.36,17.02
1,8.87,25.43,3,8.85,25.67,2,8.84,25.56,4,8.85,25.87
1,8.99,34.42,3,9.32,34.99,2,9.16,34.72,4,9.16,35.03
1,9.36,43.788,4,9.81,44.805,2,9.27,43.992,3,9.07,44.101
