Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME,Tamas HELFRIH POSITION,Tamas HELFRIH LAP TIME,Tamas HELFRIH ELAPSED TIME,Gellert PATAKI POSITION,Gellert PATAKI LAP TIME,Gellert PATAKI ELAPSED TIME,Benjamin KOCH POSITION,Benjamin KOCH LAP TIME,Benjamin KOCH ELAPSED TIME
3,14.464,14.464,2,14.282,14.282,5,14.835,14.835,4,14.773,14.773,1,13.919,13.919
4,10.493,24.956,2,10.484,24.765,3,10.086,24.920,5,10.785,25.557,1,10.558,24.477
4,10.505,35.460,2,10.425,35.189,3,10.458,35.377,5,10.484,36.041,1,10.429,34.905
4,10.222,45.681,2,10.289,45.477,3,10.237,45.614,5,10.376,46.417,1,10.290,45.195
3,10.270,55.951,2,10.335,55.812,4,10.350,55.963,5,10.704,57.120,1,10.280,55.475
4,10.308,1:06.258,2,9.962,1:05.774,3,10.023,1:05.985,5,10.689,1:07.808,1,10.070,1:05.544
4,9.961,1:16.219,1,9.661,1:15.434,3,9.919,1:15.904,5,11.035,1:18.842,2,10.020,1:15.564
4,10.438,1:26.656,1,9.779,1:25.213,3,10.057,1:25.960,5,11.247,1:30.089,2,9.865,1:25.428
1,8.52,1:35.167,3,10.89,1:36.102,5,15.72,1:41.678,4,7.70,1:37.789,2,10.41,1:35.830
