HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
2,12.76,12.76,3,12.79,12.79,4,12.82,12.82,1,12.67,12.67,5,12.98,12.98
2,9.26,22.02,1,9.15,21.94,4,9.49,22.31,3,9.51,22.18,5,9.41,22.39
2,9.46,31.48,1,9.47,31.41,4,9.37,31.68,3,9.42,31.60,5,9.39,31.78
2,9.39,40.87,1,9.40,40.81,4,9.38,41.06,3,9.38,40.98,5,9.42,41.20
2,9.40,50.27,1,9.39,50.20,4,9.42,50.48,3,9.39,50.37,5,9.39,50.59
2,9.33,59.60,1,9.34,59.54,4,9.31,59.79,3,9.33,59.70,5,9.35,59.94
1,9.15,1:08.75,2,9.24,1:08.78,4,9.25,1:09.04,3,9.26,1:08.96,5,9.27,1:09.21
1,8.95,1:17.70,2,9.18,1:17.96,3,9.05,1:18.09,4,9.15,1:18.11,5,9.48,1:18.69
1,9.02,1:26.719,2,9.15,1:27.103,3,9.10,1:27.184,4,9.35,1:27.457,5,9.88,1:28.563
