WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Tineke den DULK POSITION,Tineke den DULK LAP TIME,Tineke den DULK ELAPSED TIME,Mariya IZAFATAVA POSITION,Mariya IZAFATAVA LAP TIME,Mariya IZAFATAVA ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME
1,14.04,14.04,4,14.25,,6,14.36,14.36,3,14.21,14.21,5,14.29,14.29,2,14.13,14.13
2,10.34,24.38,3,10.21,,1,10.00,24.36,5,10.41,24.62,6,10.45,24.74,4,10.41,24.54
1,9.84,34.22,6,21.38,,1,9.86,34.22,4,10.09,34.71,5,10.11,34.85,3,10.07,34.61
1,9.83,44.05,6,17.72,,2,9.91,44.13,3,9.48,44.19,5,9.71,44.56,3,9.58,44.19
1,9.92,53.97,6,11.34,,2,9.92,54.05,3,9.96,54.15,5,9.79,54.35,4,10.05,54.24
1,9.90,1:03.87,6,10.12,,2,9.87,1:03.92,3,9.86,1:04.01,5,9.86,1:04.21,4,9.78,1:04.02
1,9.88,1:13.75,6,10.75,,2,9.90,1:13.82,4,10.02,1:14.03,5,10.21,1:14.42,3,9.88,1:13.90
1,9.99,1:23.74,6,11.36,,2,9.96,1:23.78,4,9.94,1:23.97,5,10.39,1:24.81,3,9.98,1:23.88
1,10.10,1:33.84,6,11.22,,2,10.10,1:33.88,3,10.05,1:34.022,5,10.69,1:35.504,4,10.20,1:34.087
