Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Matus UZAK POSITION,Matus UZAK LAP TIME,Matus UZAK ELAPSED TIME
3,14.826,14.826,2,14.693,14.693,4,15.117,15.117,1,14.651,14.651
4,11.651,26.477,2,11.447,26.139,3,11.294,26.410,1,11.478,26.129
3,10.157,36.634,1,10.394,36.533,4,10.397,36.807,2,10.412,36.541
4,9.878,46.511,2,9.845,46.378,3,9.603,46.409,1,9.739,46.280
2,9.744,56.255,3,9.943,56.320,4,9.912,56.321,1,9.869,56.148
4,9.735,1:05.989,3,9.603,1:05.922,2,9.488,1:05.809,1,9.639,1:05.787
4,9.545,1:15.534,3,9.570,1:15.492,1,9.492,1:15.301,2,9.659,1:15.446
4,9.632,1:25.165,2,9.616,1:25.108,3,9.823,1:25.123,1,9.555,1:25.000
4,10.10,1:35.262,3,9.97,1:35.075,2,9.92,1:35.040,1,10.02,1:35.020
