HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,Nicolas LABORDE POSITION,Nicolas LABORDE LAP TIME,Nicolas LABORDE ELAPSED TIME,FAJKUS Radek POSITION,FAJKUS Radek LAP TIME,FAJKUS Radek ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Kiichi SHIGEHIRO POSITION,Kiichi SHIGEHIRO LAP TIME,Kiichi SHIGEHIRO ELAPSED TIME
4,12.88,12.88,5,13.01,13.01,3,12.83,12.83,2,12.79,12.79,1,12.69,12.69
1,9.04,21.92,4,9.36,22.37,5,9.64,22.47,2,9.31,22.10,3,9.52,22.21
1,9.17,31.09,4,9.03,31.40,5,9.05,31.52,2,9.13,31.23,3,9.09,31.30
1,9.10,40.19,4,9.09,40.49,5,9.12,40.64,2,9.07,40.30,3,9.05,40.35
1,8.99,49.18,4,9.13,49.62,5,9.05,49.69,2,9.01,49.31,3,9.04,49.39
1,9.06,58.24,5,9.42,59.04,4,9.15,58.84,2,9.01,58.32,3,9.03,58.42
1,9.22,1:07.46,5,9.34,1:08.38,4,9.28,1:08.12,2,9.23,1:07.55,3,9.21,1:07.63
1,9.31,1:16.77,5,9.63,1:18.01,4,9.68,1:17.80,3,9.48,1:17.03,2,9.27,1:16.90
1,9.57,1:26.34,5,9.92,1:27.93,4,10.03,1:27.83,3,10.00,1:27.03,2,9.50,1:26.40
