Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Leon BLOEMHOF POSITION,Leon BLOEMHOF LAP TIME,Leon BLOEMHOF ELAPSED TIME
1,6.81,6.81,2,7.16,7.16,3,7.21,7.21,4,20.48,
1,9.01,15.82,3,9.28,16.44,2,9.16,16.37,4,18.10,
1,8.64,24.46,3,8.62,25.06,2,8.57,24.94,4,11.10,
1,8.69,33.15,3,8.69,33.75,2,8.71,33.65,4,10.56,
1,8.80,41.95,3,8.80,42.55,2,8.82,42.47,4,11.58,1:11.82
