REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,Furkan AKAR POSITION,Furkan AKAR LAP TIME,Furkan AKAR ELAPSED TIME,Augustin GERE POSITION,Augustin GERE LAP TIME,Augustin GERE ELAPSED TIME
1,6.87,6.87,2,7.01,7.01,3,7.11,7.11,4,7.18,7.18
1,8.77,15.64,2,9.18,16.19,3,9.12,16.23,4,9.33,16.51
1,8.39,24.03,3,8.90,25.09,2,8.60,24.83,4,8.75,25.26
1,8.60,32.63,3,9.23,34.32,2,8.76,33.59,4,19.48,44.74
1,8.97,41.60,3,10.10,44.42,2,9.10,42.69,4,21.31,1:06.05
