Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Serdar ILTIR POSITION,Serdar ILTIR LAP TIME,Serdar ILTIR ELAPSED TIME,Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME
3,13.50,13.50,2,13.31,13.31,4,13.63,13.63,1,13.25,13.25
3,9.69,23.19,1,9.53,22.84,4,9.82,23.45,2,9.71,22.96
3,8.98,32.17,1,9.16,32.00,4,9.24,32.69,2,9.11,32.07
3,9.36,41.53,1,9.34,41.34,4,9.26,41.95,2,9.36,41.43
3,9.44,50.97,1,9.42,50.76,4,9.26,51.21,2,9.44,50.87
3,9.36,1:00.33,1,9.40,1:00.16,4,9.40,1:00.61,2,9.37,1:00.24
3,9.50,1:09.83,1,9.45,1:09.61,4,9.59,1:10.20,2,9.46,1:09.70
3,9.44,1:19.27,1,9.42,1:19.03,4,10.12,1:20.32,2,9.41,1:19.11
3,9.44,1:28.703,1,9.51,1:28.538,4,10.40,1:30.714,2,9.44,1:28.545
