DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,PARK Junghyun POSITION,PARK Junghyun LAP TIME,PARK Junghyun ELAPSED TIME
3,14.40,14.40,1,14.13,14.13,2,14.25,14.25,4,14.51,14.51
4,10.85,25.25,1,10.88,25.01,2,10.84,25.09,3,10.69,25.20
4,10.04,35.29,2,10.11,35.12,1,9.95,35.04,3,10.02,35.22
4,10.52,45.81,2,10.50,45.62,1,10.47,45.51,3,10.48,45.70
4,10.38,56.19,2,10.34,55.96,1,10.35,55.86,3,10.37,56.07
4,10.22,1:06.41,2,10.23,1:06.19,1,10.29,1:06.15,3,10.27,1:06.34
4,9.69,1:16.10,1,9.62,1:15.81,2,9.77,1:15.92,3,9.68,1:16.02
4,9.57,1:25.67,1,9.56,1:25.37,2,9.53,1:25.45,3,9.56,1:25.58
4,9.46,1:35.119,0,,PHOTO,0,,PHOTO,3,9.52,1:35.073
