Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME,KIM Un Hyok POSITION,KIM Un Hyok LAP TIME,KIM Un Hyok ELAPSED TIME
2,7.11,7.11,1,6.85,6.85,3,7.22,7.22,4,7.31,7.31,5,7.39,7.39
2,9.10,16.21,1,8.86,15.71,4,9.44,16.66,3,9.22,16.53,5,9.43,16.82
2,8.85,25.06,1,8.56,24.27,4,8.74,25.40,3,8.75,25.28,5,8.94,25.76
2,8.93,33.99,1,8.68,32.95,4,8.86,34.26,3,8.85,34.13,5,19.49,45.25
2,9.16,43.143,1,8.92,41.867,4,,43.201,3,,43.192,5,12.71,57.950
