YEO Jun-Hyung POSITION,YEO Jun-Hyung LAP TIME,YEO Jun-Hyung ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,Sebastian PRAUS POSITION,Sebastian PRAUS LAP TIME,Sebastian PRAUS ELAPSED TIME
1,13.371,13.371,4,13.640,13.640,3,13.435,13.435,2,13.405,13.405
1,10.370,23.741,4,10.353,23.993,2,10.417,23.851,3,10.525,23.930
1,9.946,33.687,4,9.855,33.848,2,9.925,33.775,3,9.863,33.793
1,9.496,43.182,4,9.449,43.296,3,9.481,43.255,2,9.451,43.243
2,9.204,52.386,4,9.173,52.469,1,8.977,52.231,3,9.216,52.459
3,9.265,1:01.651,2,8.860,1:01.329,1,8.896,1:01.126,4,9.589,1:02.048
2,9.532,1:11.182,1,9.744,1:11.072,3,10.060,1:11.186,4,9.510,1:11.557
3,9.444,1:20.625,1,9.454,1:20.526,2,9.360,1:20.546,4,9.393,1:20.950
1,9.54,1:30.157,3,9.73,1:30.253,2,9.68,1:30.226,4,9.37,1:30.318
