ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Marie-Andree MENDES-CAMPEAU POSITION,Marie-Andree MENDES-CAMPEAU LAP TIME,Marie-Andree MENDES-CAMPEAU ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME
2,13.26,13.26,1,13.07,13.07,3,13.39,13.39,4,13.51,13.51
2,10.43,23.69,1,10.46,23.53,3,10.44,23.83,4,10.46,23.97
2,9.71,33.40,1,9.76,33.29,4,9.66,33.49,3,9.51,33.48
2,9.63,43.03,1,9.66,42.95,3,9.60,43.09,4,9.67,43.15
2,9.80,52.83,1,9.76,52.71,4,9.97,53.06,3,9.79,52.94
2,9.49,1:02.32,1,9.56,1:02.27,4,9.50,1:02.56,3,9.50,1:02.44
3,9.83,1:12.15,2,9.86,1:12.13,4,9.80,1:12.36,1,9.67,1:12.11
2,9.92,1:22.07,3,10.06,1:22.19,4,9.95,1:22.31,1,9.76,1:21.87
2,10.08,1:32.144,4,10.22,1:32.406,3,9.90,1:32.203,1,10.16,1:32.028
