Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,KIM Joon Chun POSITION,KIM Joon Chun LAP TIME,KIM Joon Chun ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
1,6.87,6.87,3,7.30,7.30,2,7.07,7.07,4,7.40,7.40
1,8.87,15.74,3,9.15,16.45,2,8.91,15.98,4,9.20,16.60
1,8.54,24.28,3,8.63,25.08,2,8.50,24.48,4,8.67,25.27
1,8.69,32.97,3,8.83,33.91,2,8.63,33.11,4,8.84,34.11
1,8.88,41.85,3,9.12,43.011,2,8.87,41.98,4,9.03,43.123
