SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,DALRYMPLE Georgie POSITION,DALRYMPLE Georgie LAP TIME,DALRYMPLE Georgie ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,Elizaveta KUZNETSOVA POSITION,Elizaveta KUZNETSOVA LAP TIME,Elizaveta KUZNETSOVA ELAPSED TIME,Elisa CONFORTOLA POSITION,Elisa CONFORTOLA LAP TIME,Elisa CONFORTOLA ELAPSED TIME
1,7.54,7.54,2,7.65,7.65,3,7.86,7.86,5,8.31,8.31,4,8.11,8.11
1,9.67,17.21,2,9.67,17.32,3,9.62,17.48,4,9.68,17.99,5,9.89,18.00
1,9.09,26.30,2,9.14,26.46,3,9.08,26.56,4,9.34,27.33,5,9.56,27.56
1,9.26,35.56,3,9.33,35.79,2,9.17,35.73,4,9.54,36.87,5,9.63,37.19
1,9.55,45.11,3,9.56,45.35,2,9.45,45.18,4,10.05,46.920,5,9.82,47.002
