Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
1,13.78,13.78,3,13.99,13.99,4,14.13,14.13,2,13.89,13.89
1,10.74,24.52,3,10.71,24.70,4,10.72,24.85,2,10.73,24.62
1,10.53,35.05,3,10.54,35.24,4,10.52,35.37,2,10.53,35.15
1,10.30,45.35,3,10.27,45.51,4,10.32,45.69,2,10.30,45.45
1,10.24,55.59,3,10.28,55.79,4,10.25,55.94,2,10.24,55.69
1,10.22,1:05.81,3,10.19,1:05.98,4,10.19,1:06.13,2,10.20,1:05.89
2,9.76,1:15.57,3,9.73,1:15.71,4,10.12,1:16.25,1,9.56,1:15.45
2,9.43,1:25.00,3,9.44,1:25.15,4,10.71,1:26.96,1,9.46,1:24.91
2,9.63,1:34.628,3,9.63,1:34.778,4,11.15,1:38.104,1,9.63,1:34.532
