Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Ivan BELOV POSITION,Ivan BELOV LAP TIME,Ivan BELOV ELAPSED TIME
1,6.944,6.944,2,7.068,7.068,3,7.281,7.281
1,9.048,15.992,2,9.060,16.127,3,9.405,16.686
1,8.840,24.831,3,10.185,26.311,2,9.241,25.926
1,9.380,34.211,3,14.780,41.091,2,9.704,35.630
1,10.20,44.409,3,10.89,51.981,2,10.47,46.097
