Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
1,6.87,6.87,2,6.97,6.97,3,7.08,7.08,4,7.27,7.27
2,9.25,16.12,3,9.30,16.27,1,8.95,16.03,4,9.07,16.34
1,8.56,24.68,3,8.62,24.89,2,8.67,24.70,4,8.65,24.99
1,8.55,33.23,3,8.59,33.48,2,8.68,33.38,4,8.70,33.69
1,8.68,41.905,3,8.77,42.242,2,8.77,42.146,4,8.64,42.325
