LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Jumpei YOSHIZAWA POSITION,Jumpei YOSHIZAWA LAP TIME,Jumpei YOSHIZAWA ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Yevgen YAKOVLEV POSITION,Yevgen YAKOVLEV LAP TIME,Yevgen YAKOVLEV ELAPSED TIME
1,6.866,6.866,3,7.227,7.227,2,7.039,7.039,5,7.559,7.559,4,7.333,7.333
1,9.360,16.225,2,9.099,16.326,3,9.319,16.357,5,9.962,17.520,4,9.544,16.877
1,9.068,25.293,3,9.210,25.535,2,9.107,25.464,5,9.518,27.038,4,9.354,26.230
2,9.399,34.692,1,9.155,34.690,3,9.315,34.778,5,9.444,36.482,4,9.453,35.683
1,9.57,44.259,3,9.77,44.455,2,9.60,44.369,5,9.92,46.393,4,9.89,45.573
