HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,Paul BEAUCHAMP POSITION,Paul BEAUCHAMP LAP TIME,Paul BEAUCHAMP ELAPSED TIME
2,7.19,7.19,1,7.13,7.13,3,7.30,7.30,4,7.34,7.34
2,8.91,16.10,1,8.82,15.95,3,8.97,16.27,4,9.05,16.39
2,8.31,24.41,1,8.36,24.31,3,8.26,24.53,4,8.28,24.67
2,8.35,32.76,1,8.35,32.66,3,8.45,32.98,4,8.34,33.01
2,8.52,41.288,1,8.58,41.236,4,9.12,42.097,3,8.71,41.722
