Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME
1,12.69,12.69,2,12.76,12.76,3,12.85,12.85,4,13.12,13.12
1,9.55,22.24,2,9.60,22.36,3,9.59,22.44,4,9.44,22.56
1,9.44,31.68,2,9.42,31.78,3,9.46,31.90,4,9.47,32.03
1,9.52,41.20,2,9.51,41.29,3,9.49,41.39,4,9.51,41.54
1,9.51,50.71,2,9.51,50.80,3,9.53,50.92,4,9.46,51.00
1,9.44,1:00.15,2,9.46,1:00.26,3,9.35,1:00.27,4,9.72,1:00.72
1,9.52,1:09.67,3,9.67,1:09.93,2,9.50,1:09.77,4,9.82,1:10.54
1,9.72,1:19.39,3,10.14,1:20.07,2,9.72,1:19.49,4,10.40,1:20.94
1,9.95,1:29.341,3,10.53,1:30.593,2,9.89,1:29.376,4,10.79,1:31.723
