Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME
1,7.00,7.00,2,7.08,7.08,3,7.33,7.33,4,7.45,7.45
1,9.09,16.09,2,9.10,16.18,3,9.10,16.43,4,9.19,16.64
1,8.54,24.63,2,8.55,24.73,3,8.57,25.00,4,8.88,25.52
1,8.60,33.23,2,8.62,33.35,3,8.75,33.75,4,9.08,34.60
1,8.75,41.977,2,8.75,42.091,3,9.11,42.851,4,9.36,43.959
