Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Natalia PLUGINA POSITION,Natalia PLUGINA LAP TIME,Natalia PLUGINA ELAPSED TIME,Burcu KAN POSITION,Burcu KAN LAP TIME,Burcu KAN ELAPSED TIME
1,7.68,7.68,2,7.86,7.86,3,8.00,8.00,4,9.00,9.00
1,9.74,17.42,2,9.72,17.58,3,9.72,17.72,4,11.45,20.45
1,9.43,26.85,2,9.35,26.93,3,9.27,26.99,4,10.96,31.41
1,9.54,36.39,2,9.55,36.48,3,9.61,36.60,4,11.26,42.67
1,9.84,46.222,2,9.83,46.306,3,9.81,46.405,4,11.70,54.363
