Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
1,7.01,7.01,2,7.12,7.12,4,7.47,7.47,3,7.27,7.27
1,9.66,16.67,2,9.63,16.75,4,9.51,16.98,3,9.61,16.88
1,9.15,25.82,2,9.14,25.89,4,9.13,26.11,3,9.08,25.96
1,9.36,35.18,3,38.23,1:04.12,2,9.38,35.49,4,50.05,1:16.01
1,9.26,44.440,3,38.34,1:42.460,2,9.18,44.664,4,33.83,1:49.833
