Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME
1,7.28,7.28,2,7.43,7.43,4,7.87,7.87,3,7.62,7.62
1,9.50,16.78,2,9.51,16.94,4,9.64,17.51,3,9.62,17.24
1,8.99,25.77,2,9.17,26.11,4,9.01,26.52,3,9.21,26.45
1,9.25,35.02,2,9.36,35.47,3,9.18,35.70,4,9.53,35.98
1,9.38,44.398,2,9.61,45.079,3,9.41,45.101,4,9.96,45.938
