LIU Xiao Ying POSITION,LIU Xiao Ying LAP TIME,LIU Xiao Ying ELAPSED TIME,Emily ROSEMOND POSITION,Emily ROSEMOND LAP TIME,Emily ROSEMOND ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME
3,17.164,17.164,1,16.356,16.356,2,16.628,16.628
2,11.917,29.081,3,12.793,29.149,1,12.366,28.994
3,12.232,41.312,2,12.103,41.251,1,12.003,40.996
2,11.871,53.183,3,11.960,53.211,1,12.026,53.021
3,11.328,1:04.511,2,11.247,1:04.458,1,11.345,1:04.366
1,10.910,1:15.420,3,11.159,1:15.616,2,11.191,1:15.556
2,10.537,1:25.957,3,10.881,1:26.496,1,10.362,1:25.917
2,10.215,1:36.171,3,11.100,1:37.596,1,10.082,1:35.999
1,10.23,1:46.401,3,11.43,1:49.023,2,10.51,1:46.506
