CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
1,7.29,7.29,2,7.56,7.56,3,7.66,7.66,4,7.80,7.80
1,9.28,16.57,2,9.50,17.06,3,9.51,17.17,4,9.45,17.25
1,8.87,25.44,2,9.04,26.10,4,9.13,26.30,3,8.91,26.16
1,9.00,34.44,2,9.07,35.17,4,9.16,35.46,3,9.15,35.31
1,9.22,43.653,2,9.36,44.514,4,9.28,44.728,3,9.33,44.622
