Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME,Peter JELEN POSITION,Peter JELEN LAP TIME,Peter JELEN ELAPSED TIME
1,6.56,6.56,2,6.87,6.87,3,7.07,7.07,4,7.22,7.22
1,9.01,15.57,2,9.00,15.87,3,8.99,16.06,4,9.27,16.49
1,8.67,24.24,2,8.53,24.40,3,8.44,24.50,4,8.65,25.14
1,8.76,33.00,2,8.68,33.08,3,8.94,33.44,4,8.92,34.06
3,9.63,42.625,1,8.91,41.988,2,8.74,42.171,4,9.17,43.228
