Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME
1,6.94,6.94,2,7.05,7.05,4,7.31,7.31,3,7.09,7.09
1,9.26,16.20,2,9.43,16.48,4,9.33,16.64,3,9.44,16.53
1,8.79,24.99,4,8.86,25.34,3,8.66,25.30,2,8.60,25.13
1,8.79,33.78,4,8.87,34.21,3,8.73,34.03,2,8.74,33.87
1,9.12,42.900,4,9.10,43.310,3,9.15,43.171,2,9.17,43.032
