KANG Yun-Mi POSITION,KANG Yun-Mi LAP TIME,KANG Yun-Mi ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME
1,7.370,7.370,2,7.405,7.405,4,7.658,7.658,3,7.553,7.553
3,9.880,17.250,1,9.709,17.114,4,9.628,17.286,2,9.579,17.132
3,9.201,26.450,2,9.313,26.427,4,9.429,26.714,1,9.129,26.261
3,9.425,35.875,2,9.395,35.821,4,9.433,36.147,1,9.400,35.661
3,9.79,45.664,1,9.81,45.629,4,9.72,45.865,2,9.99,45.650
