van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,MALISZEWSKA Natalia POSITION,MALISZEWSKA Natalia LAP TIME,MALISZEWSKA Natalia ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
2,7.45,7.45,3,7.78,7.78,1,7.40,7.40,4,7.97,7.97
2,9.66,17.11,3,9.80,17.58,1,9.61,17.01,4,9.67,17.64
2,9.21,26.32,3,9.12,26.70,1,9.15,26.16,4,9.07,26.71
2,9.19,35.51,4,9.89,36.59,1,9.26,35.42,3,9.44,36.15
2,9.39,44.897,3,9.80,46.382,1,9.43,44.846,0,,PEN
