LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Aslan DAUMOV POSITION,Aslan DAUMOV LAP TIME,Aslan DAUMOV ELAPSED TIME
1,6.760,6.760,3,6.830,6.830,2,6.820,6.820,4,7.290,7.290
2,9.060,15.830,3,9.370,16.210,1,8.950,15.770,4,9.660,16.950
1,8.700,24.530,3,8.680,24.900,2,8.770,24.540,4,9.450,26.410
2,8.920,33.450,3,9.010,33.910,1,8.840,33.390,4,9.660,36.070
2,9.270,42.730,3,9.450,43.360,1,9.080,42.480,4,9.800,45.880
