Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME
1,7.15,7.15,2,7.51,7.51,3,7.59,7.59,4,7.73,7.73
1,9.47,16.62,3,9.63,17.14,2,9.43,17.02,4,9.60,17.33
1,9.11,25.73,3,9.09,26.23,2,9.04,26.06,4,9.18,26.51
1,9.24,34.97,3,9.06,35.29,2,9.05,35.11,4,9.43,35.94
1,9.52,44.490,3,9.32,44.601,2,9.44,44.541,4,9.90,45.832
