SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME,Caroline MURPHY POSITION,Caroline MURPHY LAP TIME,Caroline MURPHY ELAPSED TIME,SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME
4,13.99,13.99,1,13.81,13.81,2,13.86,13.86,5,14.09,14.09,3,13.92,13.92
4,10.14,24.13,1,10.14,23.95,3,10.26,24.12,5,10.21,24.30,2,10.13,24.05
3,10.24,34.37,1,10.17,34.12,4,10.31,34.43,5,10.26,34.56,2,10.20,34.25
3,10.19,44.56,1,10.21,44.33,4,10.21,44.64,5,10.24,44.80,2,10.19,44.44
3,9.76,54.32,1,9.81,54.14,4,9.77,54.41,5,9.72,54.52,2,9.77,54.21
3,9.42,1:03.74,2,9.50,1:03.64,4,9.40,1:03.81,5,9.58,1:04.10,1,9.21,1:03.42
3,9.41,1:13.15,2,9.39,1:13.03,4,9.44,1:13.25,5,9.83,1:13.93,1,9.26,1:12.68
2,9.27,1:22.42,3,9.41,1:22.44,4,9.36,1:22.61,5,10.17,1:24.10,1,9.44,1:22.12
2,9.43,1:31.85,4,9.88,1:32.326,3,9.46,1:32.077,5,10.59,1:34.698,1,9.68,1:31.80
