Yu MIURA POSITION,Yu MIURA LAP TIME,Yu MIURA ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
1,6.95,6.95,2,7.09,7.09,3,7.20,7.20,4,7.30,7.30
1,9.37,16.32,2,9.33,16.42,3,9.38,16.58,4,9.38,16.68
1,8.75,25.07,2,8.72,25.14,3,8.74,25.32,4,8.76,25.44
1,8.82,33.89,2,8.83,33.97,3,8.77,34.09,4,8.84,34.28
1,9.16,43.042,2,9.11,43.079,3,9.12,43.209,4,9.07,43.346
