Danabek KHAIROV POSITION,Danabek KHAIROV LAP TIME,Danabek KHAIROV ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME
3,7.27,7.27,2,7.26,7.26,4,7.44,7.44,1,7.05,7.05
4,11.72,18.99,2,9.52,16.78,3,10.33,17.77,1,9.26,16.31
4,9.15,28.14,2,9.31,26.09,3,9.45,27.22,1,9.09,25.40
4,9.32,37.46,2,9.47,35.56,3,9.71,36.93,1,9.44,34.84
4,9.89,47.347,2,10.24,45.791,3,10.10,47.022,1,10.21,45.048
