WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME
1,6.80,6.80,3,6.98,,4,7.10,7.10,2,6.95,6.95,5,7.29,7.29
1,8.56,15.36,4,9.00,,2,8.79,15.89,3,8.99,15.94,5,8.70,15.99
1,8.09,23.45,5,8.46,,2,8.28,24.17,4,8.41,24.35,3,8.27,24.26
1,8.15,31.60,3,8.25,,2,8.26,32.43,4,8.59,32.94,5,8.77,33.03
1,8.34,39.94,3,8.46,,2,8.61,41.04,5,8.98,41.92,4,8.73,41.76
