Junji ITO POSITION,Junji ITO LAP TIME,Junji ITO ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,6.72,6.72,2,6.81,6.81,4,7.28,7.28,3,7.10,7.10
1,9.23,15.95,2,9.25,16.06,4,9.37,16.65,3,9.07,16.17
1,8.75,24.70,2,8.77,24.83,4,9.06,25.71,3,8.69,24.86
1,8.98,33.68,3,9.10,33.93,4,9.32,35.03,2,8.95,33.81
1,9.19,42.862,3,9.21,43.131,4,9.80,44.829,2,9.17,42.973
