BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME
1,6.86,6.86,2,6.98,6.98,3,7.13,7.13,4,7.29,7.29
1,8.90,15.76,2,8.91,15.89,3,8.82,15.95,4,9.12,16.41
1,8.50,24.26,2,8.44,24.33,3,8.48,24.43,4,8.79,25.20
1,8.63,32.89,2,8.63,32.96,3,8.62,33.05,4,9.04,34.24
1,8.79,41.677,2,8.80,41.751,3,8.84,41.883,4,9.38,43.613
