LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,Koen HAKKENBERG POSITION,Koen HAKKENBERG LAP TIME,Koen HAKKENBERG ELAPSED TIME
1,6.84,6.84,2,6.92,6.92,3,7.02,7.02,4,7.29,7.29
1,9.26,16.10,2,9.28,16.20,3,9.34,16.36,4,9.24,16.53
1,8.58,24.68,2,8.59,24.79,3,8.65,25.01,4,8.89,25.42
1,8.69,33.37,2,8.72,33.51,3,8.65,33.66,4,9.03,34.45
1,8.99,42.352,3,9.12,42.623,2,8.97,42.622,4,9.44,43.881
