Oleksandr ZHELTONOG POSITION,Oleksandr ZHELTONOG LAP TIME,Oleksandr ZHELTONOG ELAPSED TIME,Aslan DAUMOV POSITION,Aslan DAUMOV LAP TIME,Aslan DAUMOV ELAPSED TIME,Konrad NAGY POSITION,Konrad NAGY LAP TIME,Konrad NAGY ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME
4,13.25,13.25,1,12.98,12.98,5,18.03,18.03,2,13.10,13.10,3,13.17,13.17
4,9.79,23.04,1,9.71,22.69,5,10.22,28.25,2,9.69,22.79,3,9.73,22.90
4,9.45,32.49,1,9.42,32.11,5,9.71,37.96,2,9.42,32.21,3,9.42,32.32
4,9.25,41.74,1,9.25,41.36,5,9.69,47.65,2,9.22,41.43,3,9.24,41.56
4,9.35,51.09,2,9.35,50.71,5,9.72,57.37,1,9.22,50.65,3,9.32,50.88
4,9.59,1:00.68,3,9.67,1:00.38,5,9.90,1:07.27,1,9.12,59.77,2,9.03,59.91
4,9.68,1:10.36,3,9.66,1:10.04,5,11.23,1:18.50,2,9.11,1:08.88,1,8.78,1:08.69
4,9.73,1:20.09,3,9.87,1:19.91,5,11.45,1:29.95,2,8.97,1:17.85,1,8.69,1:17.38
4,9.99,1:30.077,3,10.11,1:30.017,5,10.83,1:40.779,2,9.12,1:26.961,1,9.16,1:26.532
