Ekaterina STUKANOV POSITION,Ekaterina STUKANOV LAP TIME,Ekaterina STUKANOV ELAPSED TIME,FONG Fiona Kama POSITION,FONG Fiona Kama LAP TIME,FONG Fiona Kama ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME
1,7.960,7.960,5,8.932,8.932,4,8.228,8.228,3,8.211,8.211,2,8.003,8.003
4,10.683,18.642,5,11.773,20.704,2,10.376,18.604,3,10.407,18.618,1,10.157,18.159
4,10.276,28.917,5,11.574,32.278,2,9.309,27.912,3,9.339,27.957,1,9.614,27.773
4,10.209,39.126,5,12.125,44.403,2,9.690,37.602,3,9.712,37.669,1,9.692,37.465
4,10.55,49.676,5,12.63,57.032,2,9.75,47.347,3,9.77,47.433,1,9.79,47.252
