Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Agne SEREIKAITE POSITION,Agne SEREIKAITE LAP TIME,Agne SEREIKAITE ELAPSED TIME,SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,LIN Yu-Tzu POSITION,LIN Yu-Tzu LAP TIME,LIN Yu-Tzu ELAPSED TIME
2,7.77,7.77,1,7.59,7.59,3,7.98,7.98,4,8.21,8.21
2,9.64,17.41,1,9.69,17.28,3,9.87,17.85,4,9.99,18.20
2,9.28,26.69,1,9.33,26.61,3,9.45,27.30,4,9.52,27.72
2,9.48,36.17,1,9.50,36.11,3,9.54,36.84,4,9.62,37.34
1,9.41,45.565,2,9.53,45.635,3,9.70,46.525,4,9.84,47.163
