Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Avalon AARDOOM POSITION,Avalon AARDOOM LAP TIME,Avalon AARDOOM ELAPSED TIME,HUOT MARCHAND Tifany POSITION,HUOT MARCHAND Tifany LAP TIME,HUOT MARCHAND Tifany ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
2,14.07,14.07,1,14.03,14.03,5,14.34,14.34,4,14.19,,3,14.17,14.17,6,14.49,14.49
3,10.07,24.14,2,9.98,24.01,5,10.04,24.38,1,9.61,,4,10.06,24.23,6,10.03,24.52
3,9.70,33.84,1,9.73,33.74,5,9.69,34.07,1,9.94,,4,9.74,33.97,6,9.65,34.17
2,9.62,43.46,1,9.63,43.37,5,9.69,43.76,3,9.74,,4,9.68,43.65,6,9.70,43.87
2,9.89,53.35,1,9.88,53.25,5,9.82,53.58,3,9.93,,4,9.83,53.48,6,9.85,53.72
1,9.54,1:02.89,2,9.68,1:02.93,5,9.68,1:03.26,3,9.65,,4,9.66,1:03.14,6,9.79,1:03.51
1,9.76,1:12.65,2,9.79,1:12.72,5,9.77,1:13.03,3,9.77,,4,9.78,1:12.92,6,9.85,1:13.36
4,10.12,1:22.77,1,9.70,1:22.42,5,9.77,1:22.80,2,9.72,,3,9.73,1:22.65,6,10.24,1:23.60
2,10.12,1:32.864,1,10.13,1:32.55,5,24.25,1:47.012,6,25.29,,4,23.24,1:45.798,3,11.32,1:34.879
