Robbert-Kees BOER POSITION,Robbert-Kees BOER LAP TIME,Robbert-Kees BOER ELAPSED TIME,Benoit DEVILLE DUC POSITION,Benoit DEVILLE DUC LAP TIME,Benoit DEVILLE DUC ELAPSED TIME,GUO Wei POSITION,GUO Wei LAP TIME,GUO Wei ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
4,14.478,14.478,3,14.279,14.279,2,14.181,14.181,1,14.144,14.144
4,10.264,24.742,1,10.072,24.351,3,10.375,24.555,2,10.214,24.358
4,10.040,34.782,2,10.184,34.534,3,10.078,34.633,1,10.130,34.487
4,10.233,45.015,2,10.107,44.641,3,10.171,44.804,1,10.135,44.622
4,9.702,54.716,3,9.996,54.637,2,9.714,54.517,1,9.742,54.363
3,9.604,1:04.320,4,9.697,1:04.333,2,9.661,1:04.178,1,9.616,1:03.978
4,9.788,1:14.107,3,9.585,1:13.918,2,9.596,1:13.774,1,9.712,1:13.690
4,9.547,1:23.654,3,9.599,1:23.516,2,9.605,1:23.378,1,9.529,1:23.218
3,9.78,1:33.426,4,10.24,1:33.750,2,9.53,1:32.908,1,9.67,1:32.888
