Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Denis BELLOTTI POSITION,Denis BELLOTTI LAP TIME,Denis BELLOTTI ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Mark JACKSON POSITION,Mark JACKSON LAP TIME,Mark JACKSON ELAPSED TIME
2,6.953,6.953,1,6.492,6.492,3,6.972,6.972,4,7.075,7.075,5,7.537,7.537
3,9.296,16.248,1,8.994,15.486,2,9.205,16.176,4,9.360,16.434,5,9.055,16.592
3,8.758,25.006,2,8.918,24.404,1,7.903,24.079,4,8.695,25.129,5,8.912,25.503
3,9.147,34.153,2,8.653,33.056,1,8.904,32.983,4,9.224,34.352,5,8.936,34.439
4,9.50,43.651,1,9.49,42.537,2,10.12,43.103,3,9.10,43.452,5,9.45,43.881
