Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,Haralds SILOVS POSITION,Haralds SILOVS LAP TIME,Haralds SILOVS ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME
3,13.28,13.28,1,13.10,13.10,4,13.38,13.38,2,13.20,13.20
3,10.10,23.38,1,10.07,23.17,4,10.12,23.50,2,10.07,23.27
3,10.07,33.45,1,10.03,33.20,4,10.03,33.53,2,10.05,33.32
3,9.56,43.01,1,9.54,42.74,4,9.60,43.13,2,9.54,42.86
3,9.30,52.31,1,9.40,52.14,4,9.32,52.45,2,9.36,52.22
3,9.15,1:01.46,1,9.10,1:01.24,4,9.16,1:01.61,2,9.14,1:01.36
2,8.89,1:10.35,1,8.98,1:10.22,4,9.04,1:10.65,3,9.01,1:10.37
2,9.00,1:19.35,1,9.04,1:19.26,4,9.24,1:19.89,3,9.20,1:19.57
2,9.36,1:28.707,1,9.35,1:28.610,4,9.77,1:29.654,3,9.48,1:29.047
