SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME
2,7.51,7.51,1,7.38,7.38,3,7.78,7.78,4,7.93,7.93
2,9.48,16.99,1,9.50,16.88,3,9.55,17.33,4,10.03,17.96
1,9.02,26.01,2,9.21,26.09,3,9.17,26.50,4,9.56,27.52
1,9.19,35.20,2,9.19,35.28,3,9.34,35.84,4,9.83,37.35
1,9.29,44.49,2,9.31,44.59,3,9.58,45.404,4,10.05,47.380
