PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,WANG Xiran POSITION,WANG Xiran LAP TIME,WANG Xiran ELAPSED TIME,KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME
2,7.39,7.39,1,7.26,7.26,3,7.56,7.56,4,7.73,7.73,5,7.89,7.89
2,9.17,16.56,1,9.20,16.46,3,9.15,16.71,4,9.26,16.99,5,9.28,17.17
2,8.63,25.19,1,8.69,25.15,3,8.64,25.35,4,8.59,25.58,5,8.67,25.84
2,8.88,34.07,1,8.83,33.98,3,8.87,34.22,4,8.66,34.24,5,8.75,34.59
2,8.97,43.04,1,9.03,43.01,3,8.98,43.20,4,9.11,43.35,5,8.84,43.436
