Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Kristen BIONDO POSITION,Kristen BIONDO LAP TIME,Kristen BIONDO ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME
1,13.849,13.849,2,14.016,14.016,3,14.187,14.187,4,14.203,14.203
1,11.915,25.764,2,11.818,25.833,3,11.648,25.834,4,11.750,25.953
2,10.517,36.280,1,10.360,36.193,4,10.593,36.427,3,10.404,36.356
4,10.505,46.784,1,10.365,46.557,3,10.328,46.755,2,10.393,46.749
2,10.166,56.949,1,10.220,56.777,4,10.328,57.082,3,10.253,57.001
2,10.232,1:07.181,1,10.196,1:06.972,4,10.217,1:07.299,3,10.228,1:07.228
2,9.955,1:17.135,1,10.109,1:17.081,4,10.178,1:17.477,3,10.042,1:17.269
3,10.134,1:27.269,1,10.004,1:27.085,4,10.090,1:27.566,2,9.981,1:27.250
3,10.18,1:37.443,1,10.22,1:37.299,4,10.54,1:38.104,2,10.09,1:37.337
