Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
1,6.83,6.83,3,7.18,7.18,2,7.03,7.03,4,7.32,7.32
1,9.40,16.23,3,9.39,16.57,2,9.35,16.38,4,9.42,16.74
1,8.58,24.81,3,8.65,25.22,2,8.55,24.93,4,9.29,26.03
1,9.02,33.83,3,8.93,34.15,2,9.02,33.95,4,9.39,35.42
1,9.27,43.099,4,42.50,1:16.644,2,9.25,43.197,3,9.54,44.960
