Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME
4,6.935,6.935,2,6.796,6.796,3,6.872,6.872,1,6.678,6.678,5,7.201,7.201
5,9.262,16.196,1,9.077,15.873,3,9.103,15.974,2,9.223,15.900,4,8.964,16.165
5,9.013,25.209,4,9.182,25.054,1,8.771,24.745,2,8.970,24.870,3,8.721,24.885
5,9.081,34.289,2,8.949,34.003,4,9.365,34.109,3,9.134,34.004,1,9.112,33.996
4,9.17,43.458,3,9.36,43.356,5,9.65,43.758,2,9.35,43.345,1,9.21,43.203
