Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Danabek KHAIROV POSITION,Danabek KHAIROV LAP TIME,Danabek KHAIROV ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME
3,13.49,13.49,4,13.65,13.65,1,13.25,13.25,2,13.36,13.36,5,13.75,13.75
3,10.00,23.49,5,10.10,23.75,2,10.16,23.41,1,9.92,23.28,4,9.89,23.64
3,9.84,33.33,5,9.81,33.56,2,9.84,33.25,1,9.86,33.14,4,9.81,33.45
3,9.79,43.12,5,9.86,43.42,1,9.71,42.96,2,9.85,42.99,4,9.84,43.29
3,9.27,52.39,5,9.24,52.66,1,9.23,52.19,2,9.30,52.29,4,9.24,52.53
3,9.06,1:01.45,5,9.19,1:01.85,1,9.06,1:01.25,2,9.04,1:01.33,4,9.06,1:01.59
3,9.01,1:10.46,5,9.76,1:11.61,1,8.94,1:10.19,2,9.04,1:10.37,4,8.97,1:10.56
3,9.21,1:19.67,5,10.51,1:22.12,1,9.00,1:19.19,4,9.38,1:19.75,2,9.10,1:19.66
3,9.65,1:29.319,5,10.97,1:33.090,1,9.47,1:28.660,4,10.05,1:29.792,2,9.39,1:29.049
