Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,6.81,6.81,2,7.01,7.01,3,7.16,7.16,4,7.28,7.28
1,9.05,15.86,2,9.08,16.09,3,9.23,16.39,4,9.13,16.41
1,8.70,24.56,2,8.69,24.78,4,8.90,25.29,3,8.55,24.96
1,8.79,33.35,2,8.80,33.58,4,8.98,34.27,3,8.73,33.69
1,8.89,42.233,2,8.95,42.521,4,9.27,43.534,3,8.94,42.626
