FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,7.12,7.12,2,7.24,7.24,3,7.36,7.36,4,7.56,7.56
1,9.30,16.42,4,15.18,22.42,2,9.28,16.64,3,9.37,16.93
1,8.91,25.33,4,14.85,37.27,2,8.95,25.59,3,8.99,25.92
1,8.96,34.29,4,11.63,48.90,2,9.02,34.61,3,9.16,35.08
1,9.15,43.439,4,11.36,1:00.260,2,9.24,43.843,3,9.30,44.371
