Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME,Adam CALLISTER POSITION,Adam CALLISTER LAP TIME,Adam CALLISTER ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
1,6.84,6.84,2,7.11,7.11,4,7.33,7.33,3,7.20,7.20,5,7.43,7.43
1,8.59,15.43,2,8.66,15.77,5,9.11,16.44,3,8.67,15.87,4,8.93,16.36
1,8.17,23.60,2,8.16,23.93,5,8.40,24.84,3,8.20,24.07,4,8.39,24.75
1,8.27,31.87,2,8.25,32.18,5,8.49,33.33,3,8.26,32.33,4,8.48,33.23
1,8.44,40.31,2,8.50,40.682,4,8.65,41.984,5,26.64,58.977,3,8.70,41.932
