LEE June Seo POSITION,LEE June Seo LAP TIME,LEE June Seo ELAPSED TIME,Bram STEENAART POSITION,Bram STEENAART LAP TIME,Bram STEENAART ELAPSED TIME,IVLIEV Konstantin POSITION,IVLIEV Konstantin LAP TIME,IVLIEV Konstantin ELAPSED TIME,Cyprien VACHERON POSITION,Cyprien VACHERON LAP TIME,Cyprien VACHERON ELAPSED TIME
1,6.75,6.75,3,7.17,7.17,2,6.92,6.92,4,7.37,7.37
1,8.70,15.45,3,8.77,15.94,2,8.80,15.72,4,8.96,16.33
1,8.42,23.87,3,8.49,24.43,2,8.57,24.29,4,8.61,24.94
1,8.59,32.46,3,8.70,33.13,2,8.78,33.07,4,8.72,33.66
1,8.82,41.28,3,9.18,42.295,2,9.12,42.19,4,8.97,42.621
