AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Stanislav OMELCHENKO POSITION,Stanislav OMELCHENKO LAP TIME,Stanislav OMELCHENKO ELAPSED TIME
2,7.20,7.20,1,7.04,7.04,3,7.30,7.30,4,7.62,7.62
2,9.08,16.28,1,9.12,16.16,3,9.12,16.42,4,9.58,17.20
2,8.56,24.84,1,8.59,24.75,3,8.53,24.95,4,9.33,26.53
2,8.72,33.56,1,8.71,33.46,3,8.71,33.66,4,9.49,36.02
2,9.10,42.66,1,9.06,42.52,3,9.10,42.765,4,9.72,45.743
