PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME
2,7.32,7.32,1,7.21,7.21,3,7.64,7.64,4,7.73,7.73,5,7.91,7.91
2,9.41,16.73,1,9.43,16.64,3,9.45,17.09,4,9.47,17.20,5,9.55,17.46
2,8.90,25.63,1,8.90,25.54,3,8.90,25.99,4,8.88,26.08,5,8.94,26.40
2,8.99,34.62,1,9.00,34.54,3,8.99,34.98,4,8.97,35.05,5,9.04,35.44
1,9.20,43.82,2,9.29,43.83,3,9.09,44.07,4,9.09,44.140,5,9.28,44.729
