Sandra TRUSOVA POSITION,Sandra TRUSOVA LAP TIME,Sandra TRUSOVA ELAPSED TIME,BLAIS Danae POSITION,BLAIS Danae LAP TIME,BLAIS Danae ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,Julia ALBERT POSITION,Julia ALBERT LAP TIME,Julia ALBERT ELAPSED TIME
3,8.20,8.20,1,7.70,7.70,2,7.84,7.84,4,8.36,8.36
3,10.60,18.80,1,10.12,17.82,2,10.08,17.92,4,10.55,18.91
3,10.34,29.14,2,10.06,27.88,1,9.68,27.60,4,10.27,29.18
3,10.63,39.77,2,10.37,38.25,1,9.75,37.35,4,10.60,39.78
3,10.83,50.60,2,11.16,49.41,1,10.13,47.48,4,10.85,50.63
