VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME,Patricia TOTH POSITION,Patricia TOTH LAP TIME,Patricia TOTH ELAPSED TIME
2,7.22,7.22,3,7.65,7.65,1,7.21,7.21,4,7.92,7.92
2,9.79,17.02,3,9.56,17.22,1,9.75,16.97,4,9.84,17.76
2,9.51,26.53,3,9.40,26.63,1,9.50,26.47,4,9.47,27.24
1,9.60,36.14,3,9.53,36.16,2,9.67,36.15,4,9.77,37.01
1,9.83,45.961,3,9.87,46.023,2,9.87,46.020,4,10.17,47.179
