NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
4,13.45,13.45,2,13.25,13.25,3,13.34,13.34,1,13.07,13.07
4,10.12,23.57,2,10.11,23.36,3,10.09,23.43,1,10.18,23.25
4,10.09,33.66,2,10.07,33.43,3,10.08,33.51,1,10.07,33.32
4,9.78,43.44,2,9.81,43.24,3,9.81,43.32,1,9.81,43.13
4,9.68,53.12,2,9.60,52.84,3,9.63,52.95,1,9.69,52.82
4,9.14,1:02.26,3,9.28,1:02.12,2,9.12,1:02.07,1,9.15,1:01.97
4,9.18,1:11.44,3,9.23,1:11.35,2,9.22,1:11.29,1,9.21,1:11.18
4,9.39,1:20.83,3,9.34,1:20.69,1,9.20,1:20.49,2,9.33,1:20.51
3,9.34,1:30.164,2,9.35,1:30.034,1,9.33,1:29.818,0,,PEN
