Kiichi SHIGEHIRO POSITION,Kiichi SHIGEHIRO LAP TIME,Kiichi SHIGEHIRO ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,ARADHYA Akash POSITION,ARADHYA Akash LAP TIME,ARADHYA Akash ELAPSED TIME,Zen Sheng Sian KOH POSITION,Zen Sheng Sian KOH LAP TIME,Zen Sheng Sian KOH ELAPSED TIME
1,6.96,6.96,2,7.16,7.16,3,7.35,7.35,4,7.51,7.51,5,7.62,7.62
1,9.01,15.97,2,9.00,16.16,3,9.04,16.39,4,9.20,16.71,5,9.36,16.98
1,8.63,24.60,2,8.53,24.69,3,8.44,24.83,4,8.86,25.57,5,9.08,26.06
1,8.67,33.27,2,8.68,33.37,3,8.66,33.49,4,9.08,34.65,5,9.60,35.66
3,9.06,42.339,1,8.80,42.17,2,8.72,42.214,4,9.47,44.123,5,9.76,45.421
